利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 Id,订单日期,邮寄方式,销售额
0.03,1,Novimex,"Novimex 可去除的标签, 可调",1.0,2018/6/17,中国,华北,北京,标签,曹欢悦,0.0,1,北京,办公用品,小型企业,CN-2018-4676940,2018/6/13,标准级,36.0
0.2,1,Novimex,"Novimex 合法证物标签, 耐用",10.0,2017/3/2,中国,华北,汉沽,标签,彭伟,0.0,1,天津,办公用品,小型企业,US-2017-4597424,2017/2/25,标准级,51.0
0.48,1,Smead,"Smead 有色标签, 白色",29.0,2018/10/29,中国,华北,太原,标签,邵杰,0.0,1,山西,办公用品,小型企业,CN-2018-2554132,2018/10/24,标准级,61.0
0.3,1,Stiletto,"Stiletto 美工刀, 锯齿状",46.0,2018/10/23,中国,华北,北京,用品,夏柏,0.0,1,北京,办公用品,小型企业,CN-2018-2957814,2018/10/19,标准级,152.0
0.32,1,施乐,"施乐 计划信息表, 优质",30.0,2015/8/24,中国,华北,晋城,纸张,柳明,0.0,1,山西,办公用品,小型企业,CN-2015-2075782,2015/8/18,标准级,95.0
0.22,1,GlobeWeis,"GlobeWeis 商业信封, 银色",40.0,2018/11/24,中国,华北,北京,信封,武欢,0.0,2,北京,办公用品,小型企业,CN-2018-4461870,2018/11/18,标准级,184.0
0.15,1,GlobeWeis,"GlobeWeis 搭扣信封, 回收",12.0,2016/9/25,中国,华北,邯郸,信封,钟伟,0.0,2,河北,办公用品,小型企业,CN-2016-5956361,2016/9/21,标准级,81.0
0.46,1,Fellowes,"Fellowes 文件车, 金属",585.0,2018/11/24,中国,华北,北京,收纳具,武欢,0.0,2,北京,办公用品,小型企业,CN-2018-4461870,2018/11/18,标准级,1273.0
0.47,1,Smead,"Smead 文件夹标签, 可调",30.0,2018/6/17,中国,华北,北京,标签,曹欢悦,0.0,2,北京,办公用品,小型企业,CN-2018-4676940,2018/6/13,标准级,63.0
0.37,1,Hon,"Hon 有色标签, 耐用",45.0,2018/6/30,中国,华北,北京,标签,黄涛,0.0,2,北京,办公用品,小型企业,CN-2018-5631342,2018/6/23,标准级,123.0
0.48,1,Harbour Creations,"Harbour Creations 运输标签, 耐用",53.0,2015/12/28,中国,华北,唐山,标签,柳明,0.0,2,河北,办公用品,小型企业,CN-2015-4940133,2015/12/23,标准级,111.0
0.14,1,Acme,"Acme 大剪刀, 工业",67.0,2018/11/24,中国,华北,北京,用品,武欢,0.0,2,北京,办公用品,小型企业,CN-2018-4461870,2018/11/18,标准级,481.0
0.17,1,OIC,"OIC 橡皮筋, 整包",27.0,2017/12/24,中国,华北,北京,系固件,范娜,0.0,2,北京,办公用品,小型企业,CN-2017-4027651,2017/12/19,标准级,159.0
0.45,1,Advantus,"Advantus 按钉, 混合尺寸",50.0,2017/12/9,中国,华北,门头沟,系固件,唐婉,0.0,2,北京,办公用品,小型企业,CN-2017-5754536,2017/12/4,标准级,111.0
0.42,1,Stockwell,"Stockwell 橡皮筋, 混合尺寸",55.0,2018/9/16,中国,华北,临水,系固件,曹琼,0.0,2,河北,办公用品,小型企业,CN-2018-2313079,2018/9/10,标准级,130.0
0.11,1,Enermax,"Enermax 令, 每包 12 个",33.0,2018/9/5,中国,华北,北京,纸张,曹琼,0.0,2,北京,办公用品,小型企业,CN-2018-2372663,2018/8/31,标准级,304.0
0.02,1,Binney & Smith,"Binney & Smith 铅笔刀, 金属",5.0,2015/9/12,中国,华北,太原,美术,潘荷,0.0,2,山西,办公用品,小型企业,CN-2015-4482834,2015/9/7,标准级,261.0
0.46,1,Acco,"Acco 标签, 实惠",37.0,2017/11/24,中国,华北,天津,装订机,邵彩,0.0,2,天津,办公用品,小型企业,CN-2017-5444149,2017/11/20,标准级,80.0
0.25,1,Cardinal,"Cardinal 订书机, 回收",117.0,2016/5/28,中国,华北,保定,装订机,潘荷,0.0,2,河北,办公用品,小型企业,CN-2016-1091379,2016/5/24,标准级,468.0
0.42,1,Jiffy,"Jiffy 商业信封, 每套 50 个",94.0,2018/4/19,中国,华北,塘沽,信封,许根基,0.0,3,天津,办公用品,小型企业,CN-2018-2210906,2018/4/15,标准级,223.0
0.42,1,Hamilton Beach,"Hamilton Beach 咖啡研磨机, 白色",240.0,2017/12/24,中国,华北,北京,器具,范娜,0.0,3,北京,办公用品,小型企业,CN-2017-4027651,2017/12/19,标准级,571.0
0.18,1,KitchenAid,"KitchenAid 搅拌机, 白色",244.0,2018/10/29,中国,华北,太原,器具,邵杰,0.0,3,山西,办公用品,小型企业,CN-2018-2554132,2018/10/24,标准级,1358.0
0.05,1,Smead,"Smead 搁板, 金属",34.0,2018/6/30,中国,华北,北京,收纳具,黄涛,0.0,3,北京,办公用品,小型企业,CN-2018-5631342,2018/6/23,标准级,672.0
0.28,1,Rogers,"Rogers 文件车, 工业",557.0,2018/6/21,中国,华北,天津,收纳具,田临耀,0.0,3,天津,办公用品,小型企业,CN-2018-5929986,2018/6/15,标准级,1989.0
0.35,1,Eldon,"Eldon 盒, 蓝色",50.0,2017/3/6,中国,华北,唐山,收纳具,陶惠,0.0,3,河北,办公用品,小型企业,CN-2017-3847012,2017/3/1,标准级,144.0
0.12,1,Novimex,"Novimex 运输标签, 可调",15.0,2017/12/9,中国,华北,门头沟,标签,唐婉,0.0,3,北京,办公用品,小型企业,CN-2017-5754536,2017/12/4,标准级,124.0
0.35,1,Elite,"Elite 大剪刀, 锯齿状",214.0,2016/5/28,中国,华北,保定,用品,潘荷,0.0,3,河北,办公用品,小型企业,CN-2016-1091379,2016/5/24,标准级,612.0
0.14,1,OIC,"OIC 回形针, 每包 12 个",27.0,2018/6/17,中国,华北,北京,系固件,曹欢悦,0.0,3,北京,办公用品,小型企业,CN-2018-4676940,2018/6/13,标准级,194.0
0.3,1,Stockwell,"Stockwell 夹子, 混合尺寸",70.0,2016/12/10,中国,华北,塘沽,系固件,熊光,0.0,3,天津,办公用品,小型企业,CN-2016-1184235,2016/12/3,标准级,234.0
0.09,1,Eaton,"Eaton 计划信息表, 回收",26.0,2018/6/11,中国,华北,通辽,纸张,涂辉,0.0,3,内蒙古,办公用品,小型企业,CN-2018-2210906,2018/6/4,标准级,287.0
0.17,1,Stanley,"Stanley 钢笔, 混合尺寸",31.0,2018/11/24,中国,华北,北京,美术,武欢,0.0,3,北京,办公用品,小型企业,CN-2018-4461870,2018/11/18,标准级,185.0
0.13,1,Boston,"Boston 画布, 蓝色",97.0,2015/4/9,中国,华北,北京,美术,秦君,0.0,3,北京,办公用品,小型企业,CN-2015-2989709,2015/4/5,标准级,751.0
0.35,1,Boston,"Boston 记号笔, 蓝色",129.0,2018/6/30,中国,华北,北京,美术,黄涛,0.0,3,北京,办公用品,小型企业,CN-2018-5631342,2018/6/23,标准级,369.0
0.45,1,BIC,"BIC 钢笔, 蓝色",90.0,2018/9/16,中国,华北,临水,美术,曹琼,0.0,3,河北,办公用品,小型企业,CN-2018-2313079,2018/9/10,标准级,200.0
0.16,1,BIC,"BIC 记号笔, 混合尺寸",66.0,2016/3/6,中国,华北,石家庄,美术,薛柏,0.0,3,河北,办公用品,小型企业,CN-2016-5486414,2016/3/1,标准级,415.0
0.46,1,Ibico,"Ibico 订书机, 透明",328.0,2018/10/23,中国,华北,北京,装订机,夏柏,0.0,3,北京,办公用品,小型企业,CN-2018-2957814,2018/10/19,标准级,712.0
0.17,1,Ibico,"Ibico 装订机盖, 透明",31.0,2016/9/6,中国,华北,北京,装订机,薛柏,0.0,3,北京,办公用品,小型企业,CN-2016-5088485,2016/8/31,标准级,184.0
0.11,1,Cameo,"Cameo 局间信封, 红色",104.0,2016/3/1,中国,华北,呼和浩特,信封,范宁,0.0,4,内蒙古,办公用品,小型企业,US-2016-5579979,2016/2/22,标准级,951.0
0.18,1,KitchenAid,"KitchenAid 咖啡研磨机, 白色",230.0,2015/11/27,中国,华北,张家口,器具,赵盛,0.0,4,河北,办公用品,小型企业,CN-2015-4479160,2015/11/23,标准级,1281.0
0.26,1,Fiskars,"Fiskars 大剪刀, 工业",239.0,2015/7/3,中国,华北,保定,用品,吕关茵,0.0,4,河北,办公用品,小型企业,US-2015-2688173,2015/6/29,标准级,920.0
0.09,1,Enermax,"Enermax 令, 回收",48.0,2018/10/23,中国,华北,北京,纸张,夏柏,0.0,4,北京,办公用品,小型企业,CN-2018-2957814,2018/10/19,标准级,530.0
0.48,1,BIC,"BIC 钢笔, 金属",139.0,2018/6/17,中国,华北,北京,美术,曹欢悦,0.0,4,北京,办公用品,小型企业,CN-2018-4676940,2018/6/13,标准级,290.0
0.22,1,BIC,"BIC 画布, 混合尺寸",234.0,2015/7/2,中国,华北,天津,美术,龙锦,0.0,4,天津,办公用品,小型企业,CN-2015-5948224,2015/6/27,标准级,1062.0
0.34,1,Stanley,"Stanley 记号笔, 混合尺寸",161.0,2016/11/23,中国,华北,廊坊,美术,柳明,0.0,4,河北,办公用品,小型企业,CN-2016-1887568,2016/11/19,标准级,474.0
0.17,1,Ibico,"Ibico 装订机盖, 透明",41.0,2017/5/10,中国,华北,北京,装订机,田磊,0.0,4,北京,办公用品,小型企业,CN-2017-3551529,2017/5/6,标准级,245.0
0.14,1,Avery,"Avery 孔加固材料, 回收",13.0,2018/12/30,中国,华北,北京,装订机,苏冬露,0.0,4,北京,办公用品,小型企业,CN-2018-4269674,2018/12/26,标准级,89.0
0.09,1,Kraft,"Kraft 邮寄品, 每套 50 个",78.0,2018/6/17,中国,华北,北京,信封,曹欢悦,0.0,5,北京,办公用品,小型企业,CN-2018-4676940,2018/6/13,标准级,879.0
0.27,1,Breville,"Breville 咖啡研磨机, 黑色",386.0,2015/12/28,中国,华北,唐山,器具,柳明,0.0,5,河北,办公用品,小型企业,CN-2015-4940133,2015/12/23,标准级,1430.0
0.36,1,Smead,"Smead 文件夹, 单宽度",147.0,2018/6/30,中国,华北,北京,收纳具,黄涛,0.0,5,北京,办公用品,小型企业,CN-2018-5631342,2018/6/23,标准级,409.0
0.47,1,Smead,"Smead 盘, 蓝色",531.0,2016/12/10,中国,华北,塘沽,收纳具,熊光,0.0,5,天津,办公用品,小型企业,CN-2016-1184235,2016/12/3,标准级,1131.0
0.42,1,Novimex,"Novimex 可去除的标签, 白色",97.0,2018/11/27,中国,华北,包头,标签,巩德,0.0,5,内蒙古,办公用品,小型企业,CN-2018-1007278,2018/11/21,标准级,230.0
0.07,1,Avery,"Avery 可去除的标签, 耐用",18.0,2018/10/30,中国,华北,邢台,标签,曹琼,0.0,5,河北,办公用品,小型企业,CN-2018-5950580,2018/10/26,标准级,260.0
0.05,1,Stiletto,"Stiletto 开信刀, 钢",32.0,2015/12/28,中国,华北,唐山,用品,柳明,0.0,5,河北,办公用品,小型企业,CN-2015-4940133,2015/12/23,标准级,648.0
0.04,1,Accos,"Accos 图钉, 金属",13.0,2018/10/29,中国,华北,太原,系固件,邵杰,0.0,5,山西,办公用品,小型企业,CN-2018-2554132,2018/10/24,标准级,322.0
0.18,1,Eaton,"Eaton 羊皮纸, 多色",62.0,2018/11/24,中国,华北,北京,纸张,武欢,0.0,5,北京,办公用品,小型企业,CN-2018-4461870,2018/11/18,标准级,347.0
0.26,1,SanDisk,"SanDisk 笔记本, 回收",180.0,2018/9/16,中国,华北,临水,纸张,曹琼,0.0,5,河北,办公用品,小型企业,CN-2018-2313079,2018/9/10,标准级,694.0
0.24,1,施乐,"施乐 羊皮纸, 每包 12 个",97.0,2015/7/3,中国,华北,保定,纸张,吕关茵,0.0,5,河北,办公用品,小型企业,US-2015-2688173,2015/6/29,标准级,406.0
0.35,1,GlobeWeis,"GlobeWeis 局间信封, 回收",456.0,2018/8/20,中国,华北,集宁,信封,吕欢悦,0.0,6,内蒙古,办公用品,小型企业,US-2018-3404134,2018/8/15,标准级,1305.0
0.43,1,Cameo,"Cameo 商业信封, 红色",246.0,2016/12/24,中国,华北,太原,信封,韦磊,0.0,6,山西,办公用品,小型企业,CN-2016-2556865,2016/12/20,标准级,574.0
0.47,1,Smead,"Smead 锁柜, 金属",2599.0,2018/6/9,中国,华北,太原,收纳具,袁丽美,0.0,6,山西,办公用品,小型企业,CN-2018-1255631,2018/6/4,标准级,5530.0
0.5,1,Tenex,"Tenex 锁柜, 金属",2845.0,2015/7/3,中国,华北,保定,收纳具,吕关茵,0.0,6,河北,办公用品,小型企业,US-2015-2688173,2015/6/29,标准级,5690.0
0.23,1,Advantus,"Advantus 回形针, 整包",89.0,2017/5/2,中国,华北,石家庄,系固件,许根基,0.0,6,河北,办公用品,小型企业,CN-2017-3834707,2017/4/26,标准级,391.0
0.12,1,Eldon,"Eldon 搁板, 蓝色",189.0,2017/12/9,中国,华北,门头沟,收纳具,唐婉,0.0,7,北京,办公用品,小型企业,CN-2017-5754536,2017/12/4,标准级,1582.0
0.23,1,Fellowes,"Fellowes 盘, 蓝色",430.0,2016/10/31,中国,华北,邯郸,收纳具,徐婵,0.0,7,河北,办公用品,小型企业,CN-2016-3704015,2016/10/27,标准级,1875.0
0.19,1,Ibico,"Ibico 打孔机, 实惠",188.0,2015/4/9,中国,华北,北京,装订机,秦君,0.0,7,北京,办公用品,小型企业,CN-2015-2989709,2015/4/5,标准级,995.0
0.48,1,Stockwell,"Stockwell 按钉, 每包 12 个",246.0,2018/6/30,中国,华北,北京,系固件,黄涛,0.0,8,北京,办公用品,小型企业,CN-2018-5631342,2018/6/23,标准级,515.0
0.44,1,Smead,"Smead 盒, 单宽度",199.0,2017/8/12,中国,华北,包头,收纳具,廖珊,0.0,9,内蒙古,办公用品,小型企业,CN-2017-3867173,2017/8/6,标准级,454.0
0.07,1,Acme,"Acme 剪刀, 锯齿状",64.0,2018/7/1,中国,华北,通州,用品,吕关茵,0.0,9,北京,办公用品,小型企业,CN-2018-4921616,2018/6/27,标准级,930.0
0.2,1,Enermax,"Enermax 备忘录便条, 优质",131.0,2017/4/16,中国,华北,唐山,纸张,薛柏,0.0,9,河北,办公用品,小型企业,CN-2017-2571041,2017/4/12,标准级,658.0
0.04,1,Cardinal,"Cardinal 装订机盖, 耐用",23.0,2017/12/24,中国,华北,北京,装订机,范娜,0.0,9,北京,办公用品,小型企业,CN-2017-4027651,2017/12/19,标准级,567.0
0.2,1,Cameo,"Cameo 商业信封, 回收",147.0,2015/12/28,中国,华北,唐山,信封,柳明,0.0,10,河北,办公用品,小型企业,CN-2015-4940133,2015/12/23,标准级,735.0
0.15,1,Stiletto,"Stiletto 大剪刀, 工业",382.0,2018/1/26,中国,华北,北京,用品,林磊,0.0,11,北京,办公用品,小型企业,CN-2018-5278404,2018/1/21,标准级,2552.0
0.08,1,Stockwell,"Stockwell 图钉, 混合尺寸",43.0,2015/7/3,中国,华北,保定,系固件,吕关茵,0.0,11,河北,办公用品,小型企业,US-2015-2688173,2015/6/29,标准级,544.0
-0.45,1,Ibico,"Ibico 标签, 透明",-21.0,2017/8/12,中国,华北,包头,装订机,廖珊,0.4,2,内蒙古,办公用品,小型企业,CN-2017-3867173,2017/8/6,标准级,47.0
0.15,1,Fiskars,"Fiskars 修剪器, 蓝色",53.0,2017/8/12,中国,华北,包头,用品,廖珊,0.4,3,内蒙古,办公用品,小型企业,CN-2017-3867173,2017/8/6,标准级,355.0
-0.64,1,OIC,"OIC 回形针, 混合尺寸",-64.0,2017/8/6,中国,华北,呼和浩特,系固件,何虢,0.4,3,内蒙古,办公用品,小型企业,CN-2017-5943918,2017/7/31,标准级,100.0
-0.67,1,Stockwell,"Stockwell 订书钉, 混合尺寸",-46.0,2016/3/1,中国,华北,呼和浩特,系固件,范宁,0.4,3,内蒙古,办公用品,小型企业,US-2016-5579979,2016/2/22,标准级,69.0
-0.27,1,KitchenAid,"KitchenAid 冰箱, 红色",-1577.0,2017/8/12,中国,华北,包头,器具,廖珊,0.4,4,内蒙古,办公用品,小型企业,CN-2017-3867173,2017/8/6,标准级,5913.0
-0.22,1,Breville,"Breville 炉灶, 黑色",-1362.0,2018/11/3,中国,华北,呼和浩特,器具,林谙,0.4,4,内蒙古,办公用品,小型企业,CN-2018-4619981,2018/10/30,标准级,6283.0
-0.5,1,Cuisinart,"Cuisinart 咖啡研磨机, 黑色",-267.0,2018/8/20,中国,华北,集宁,器具,吕欢悦,0.4,5,内蒙古,办公用品,小型企业,US-2018-3404134,2018/8/15,标准级,533.0
-0.43,1,Ibico,"Ibico 孔加固材料, 透明",-39.0,2018/8/30,中国,华北,满洲里,装订机,任梅,0.4,5,内蒙古,办公用品,小型企业,CN-2018-1313540,2018/8/24,标准级,90.0
0.08,1,Acco,"Acco 孔加固材料, 透明",11.0,2018/11/3,中国,华北,呼和浩特,装订机,林谙,0.4,8,内蒙古,办公用品,小型企业,CN-2018-4619981,2018/10/30,标准级,137.0
0.44,1,Rogers,"Rogers 盘, 工业",128.0,2018/9/26,中国,西北,铜川,收纳具,钟伟,0.0,1,陕西,办公用品,小型企业,CN-2018-1424056,2018/9/22,标准级,290.0
0.5,1,Avery,"Avery 有色标签, 白色",31.0,2016/10/23,中国,西北,兰州,标签,范雯,0.0,1,甘肃,办公用品,小型企业,CN-2016-1190387,2016/10/17,标准级,62.0
0.09,1,Breville,"Breville 搅拌机, 白色",74.0,2018/3/30,中国,西北,西安,器具,贺晨,0.0,2,陕西,办公用品,小型企业,CN-2018-1290698,2018/3/24,标准级,825.0
0.21,1,Advantus,"Advantus 回形针, 混合尺寸",22.0,2017/11/9,中国,西北,石炭井,系固件,曹柏,0.0,2,宁夏,办公用品,小型企业,CN-2017-4757147,2017/11/5,标准级,106.0
0.49,1,Enermax,"Enermax 笔记本, 多色",137.0,2017/8/27,中国,西北,西安,纸张,许娜,0.0,2,陕西,办公用品,小型企业,CN-2017-5486414,2017/8/23,标准级,279.0
0.27,1,Breville,"Breville 炉灶, 黑色",2120.0,2017/11/9,中国,西北,石炭井,器具,曹柏,0.0,3,宁夏,办公用品,小型企业,CN-2017-4757147,2017/11/5,标准级,7854.0
0.32,1,Tenex,"Tenex 文件车, 金属",596.0,2017/8/27,中国,西北,西安,收纳具,许娜,0.0,3,陕西,办公用品,小型企业,CN-2017-5486414,2017/8/23,标准级,1865.0
0.14,1,Harbour Creations,"Harbour Creations 文件夹标签, 可调",13.0,2017/5/18,中国,西北,咸阳,标签,曹丽,0.0,3,陕西,办公用品,小型企业,CN-2017-1755383,2017/5/14,标准级,93.0
0.21,1,Enermax,"Enermax 备忘录便条, 回收",45.0,2017/8/27,中国,西北,西安,纸张,许娜,0.0,3,陕西,办公用品,小型企业,CN-2017-5486414,2017/8/23,标准级,218.0
0.25,1,Binney & Smith,"Binney & Smith 记号笔, 整包",85.0,2017/5/18,中国,西北,咸阳,美术,曹丽,0.0,3,陕西,办公用品,小型企业,CN-2017-1755383,2017/5/14,标准级,341.0
0.0,1,Acco,"Acco 装订机, 透明",0.0,2017/5/18,中国,西北,咸阳,装订机,曹丽,0.0,5,陕西,办公用品,小型企业,CN-2017-1755383,2017/5/14,标准级,341.0
0.0,1,Hamilton Beach,"Hamilton Beach 炉灶, 红色",0.0,2018/12/20,中国,西北,渭南,器具,韩莞颖,0.0,7,陕西,办公用品,小型企业,CN-2018-3969050,2018/12/15,标准级,17716.0
0.31,1,Eldon,"Eldon 搁板, 工业",566.0,2018/12/20,中国,西北,渭南,收纳具,韩莞颖,0.0,8,陕西,办公用品,小型企业,CN-2018-3969050,2018/12/15,标准级,1826.0
0.25,1,SanDisk,"SanDisk 羊皮纸, 优质",156.0,2017/10/22,中国,西北,榆林,纸张,柯巧,0.0,8,陕西,办公用品,小型企业,CN-2017-4448319,2017/10/16,标准级,624.0
-0.57,1,Stiletto,"Stiletto 修剪器, 锯齿状",-188.0,2018/8/14,中国,西北,肃州,用品,孟伟,0.4,3,甘肃,办公用品,小型企业,US-2018-3021319,2018/8/8,标准级,331.0
0.22,1,Hamilton Beach,"Hamilton Beach 炉灶, 白色",555.0,2015/5/18,中国,西南,重庆,器具,殷凤,0.0,1,重庆,办公用品,小型企业,CN-2015-3781306,2015/5/12,标准级,2522.0
0.07,1,Ames,"Ames 外皮和封条, 银色",14.0,2018/6/29,中国,西南,重庆,信封,顾升,0.0,2,重庆,办公用品,小型企业,CN-2018-1340062,2018/6/25,标准级,197.0
0.47,1,Smead,"Smead 盘, 蓝色",213.0,2018/8/8,中国,西南,南充,收纳具,洪辉,0.0,2,四川,办公用品,小型企业,CN-2018-4020885,2018/8/4,标准级,452.0
0.28,1,Avery,"Avery 圆形标签, 白色",18.0,2018/3/18,中国,西南,罗城,标签,曹欢悦,0.0,2,四川,办公用品,小型企业,CN-2018-3668469,2018/3/14,标准级,67.0
0.21,1,Smead,"Smead 可去除的标签, 白色",20.0,2017/9/26,中国,西南,重庆,标签,许根基,0.0,2,重庆,办公用品,小型企业,CN-2017-4375818,2017/9/22,标准级,98.0
0.23,1,Fiskars,"Fiskars 剪刀, 工业",53.0,2017/9/26,中国,西南,重庆,用品,许根基,0.0,2,重庆,办公用品,小型企业,CN-2017-4375818,2017/9/22,标准级,231.0
0.35,1,Ibico,"Ibico 装订机, 耐用",55.0,2018/12/27,中国,西南,永川,装订机,顾升,0.0,2,重庆,办公用品,小型企业,CN-2018-5266113,2018/12/21,标准级,158.0
0.12,1,Ames,"Ames 马尼拉纸信封, 每套 50 个",41.0,2018/11/11,中国,西南,成都,信封,谢雯,0.0,3,四川,办公用品,小型企业,CN-2018-1090625,2018/11/6,标准级,346.0
0.11,1,Kraft,"Kraft 局间信封, 红色",78.0,2015/4/25,中国,西南,都匀,信封,任梅,0.0,3,贵州,办公用品,小型企业,CN-2015-1996678,2015/4/20,标准级,706.0
0.4,1,Cuisinart,"Cuisinart 冰箱, 红色",2778.0,2018/12/2,中国,西南,合川,器具,柯婵,0.0,3,重庆,办公用品,小型企业,CN-2018-3415334,2018/11/26,标准级,6945.0
0.17,1,Accos,"Accos 橡皮筋, 金属",40.0,2016/12/9,中国,西南,昆明,系固件,贺晨,0.0,3,云南,办公用品,小型企业,CN-2016-2720607,2016/12/5,标准级,235.0
0.02,1,OIC,"OIC 按钉, 每包 12 个",4.0,2015/10/6,中国,西南,拉萨,系固件,罗平,0.0,3,西藏,办公用品,小型企业,CN-2015-1512811,2015/9/30,标准级,201.0
0.36,1,SanDisk,"SanDisk 计划信息表, 回收",119.0,2017/11/11,中国,西南,广元,纸张,龙锦,0.0,3,四川,办公用品,小型企业,US-2017-5630783,2017/11/7,标准级,332.0
0.5,1,施乐,"施乐 备忘录便条, 每包 12 个",123.0,2017/1/28,中国,西南,成都,纸张,樊彩,0.0,3,四川,办公用品,小型企业,CN-2017-1711156,2017/1/23,标准级,247.0
0.03,1,Eldon,"Eldon 盘, 工业",27.0,2018/12/18,中国,西南,成都,收纳具,陶惠,0.0,4,四川,办公用品,小型企业,CN-2018-2511714,2018/12/14,标准级,904.0
0.22,1,Acme,"Acme 修剪器, 钢",180.0,2016/12/9,中国,西南,昆明,用品,贺晨,0.0,4,云南,办公用品,小型企业,CN-2016-2720607,2016/12/5,标准级,821.0
0.33,1,Advantus,"Advantus 橡皮筋, 整包",102.0,2016/8/14,中国,西南,昆明,系固件,俞平,0.0,4,云南,办公用品,小型企业,CN-2016-2648094,2016/8/8,标准级,310.0
0.42,1,Ames,"Ames 邮寄品, 银色",375.0,2018/2/25,中国,西南,广元,信封,彭伟,0.0,5,四川,办公用品,小型企业,US-2018-4420382,2018/2/20,标准级,893.0
0.13,1,Ames,"Ames 邮寄品, 回收",105.0,2017/1/28,中国,西南,成都,信封,樊彩,0.0,5,四川,办公用品,小型企业,CN-2017-1711156,2017/1/23,标准级,809.0
